INCIDENT_ADDRESS,BOROUGH,COMMUNITY_BOARD,POLICE_PRECINCT,CITY_COUNCIL_DISTRICT,BBL,CREATED_DATE,STATUS,RESOLUTION_ACTION,CLOSED_DATE,X_COORDINATE,Y_COORDINATE
114 VAN SICLEN AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,37,3039460025,12/04/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/14/2015,1014331,186127
7517 3 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3059400004,12/22/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/13/2015,976518,169268
113-08 SUTPHIN BOULEVARD,QUEENS,12 QUEENS,Precinct 113,28,4119660011,12/15/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/13/2015,1041302,189557
107-61 SUTPHIN BOULEVARD,QUEENS,12 QUEENS,Precinct 103,28,4101320022,12/15/2014,Closed,Cleaning crew dispatched. No graffiti on property.,04/30/2015,1039884,191822
426 U AVENUE,BROOKLYN,15 BROOKLYN,Precinct 61,47,3071300004,12/31/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/02/2015,993045,156967
44-15 PURVES STREET,QUEENS,02 QUEENS,Precinct 108,26,4002677503,12/19/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/29/2015,1000543,211454
641 LYDIG AVENUE,BRONX,11 BRONX,Precinct 49,13,2043170075,12/04/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/07/2015,1020754,250610
1062 EAST GUN HILL ROAD,BRONX,12 BRONX,Precinct 47,12,2046380031,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/15/2015,1023832,257850
4225 WHITEPLAINS ROAD,BRONX,12 BRONX,Precinct 47,11,2049950001,12/03/2014,Closed,Cleaning crew dispatched.  Owner refused.,03/23/2015,1023812,265120
3008 AVENUE I,BROOKLYN,18 BROOKLYN,Precinct 63,45,3075940041,12/19/2014,Closed,Cleaning crew dispatched.  Cannot locate property.,05/18/2015,998929,168508
2465 BATHGATE AVENUE,BRONX,06 BRONX,Precinct 48,15,2030580020,12/02/2014,Closed,Cleaning crew dispatched.  Property cleaned.,06/01/2015,1015046,251978
290 GRAND STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1004130029,12/09/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/27/2015,986440,200729
1745 RALPH AVENUE,BROOKLYN,18 BROOKLYN,Precinct 69,46,3079980005,12/19/2014,Closed,Cleaning crew dispatched.  Cannot locate property.,05/20/2015,1006780,170395
2401 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,18,2039730047,12/20/2014,Closed,Cleaning crew dispatched.  Owner refused.,04/24/2015,1026814,244336
322 EAST  149 STREET,BRONX,01 BRONX,Precinct 40,17,2023300026,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/17/2015,1006187,236890
264 BAY RIDGE AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3058710040,12/25/2014,Closed,Cleaning crew dispatched. No graffiti on property.,04/06/2015,976825,170972
2015 AMSTERDAM AVENUE,MANHATTAN,12 MANHATTAN,Precinct 33,10,1021090007,12/19/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/01/2015,1000653,243363
5010 8 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007940042,12/06/2014,Closed,Cleaning crew dispatched.  Property cleaned.,06/04/2015,983182,172809
5703 8 AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,38,3056930009,12/12/2014,Closed,Cleaning crew dispatched.  Property cleaned.,06/02/2015,982064,171389
350 NEW LOTS AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,42,3042970010,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/29/2015,1013656,180269
1029 CHURCH AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,40,3050710036,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/28/2015,992582,174904
84 WEST  238 STREET,BRONX,08 BRONX,Precinct 50,11,2032580138,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/19/2015,1012613,260797
7611 3 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3059500006,12/17/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/13/2015,976440,169018
188 BAYRIDGE AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3058700036,12/21/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/12/2015,976107,171263
433 THROOP AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,36,3018060001,12/20/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/07/2015,1000351,189966
73-42 68 AVENUE,QUEENS,05 QUEENS,Precinct 104,30,4037840026,12/08/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/29/2015,1017901,198161
1127 BLAKE COURT,BROOKLYN,15 BROOKLYN,Precinct 61,48,3087620039,12/29/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/26/2015,995745,152178
1802 VOORHIES AVENUE,BROOKLYN,15 BROOKLYN,Precinct 61,48,3087727502,12/29/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/22/2015,997886,152788
2201 7 AVENUE,MANHATTAN,10 MANHATTAN,Precinct 32,09,1019150001,12/26/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/20/2015,999216,235200
228 EAST   36 STREET,MANHATTAN,06 MANHATTAN,Precinct 17,04,1009160046,12/16/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/14/2015,990907,211244
5221 7 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008100002,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/02/2015,982240,172867
35-15 149 STREET,QUEENS,07 QUEENS,Precinct 109,20,4050060006,12/08/2014,Closed,Cleaning crew dispatched. No graffiti on property.,04/02/2015,1034837,218550
621 86 STREET,BROOKLYN,10 BROOKLYN,Precinct 68,43,3060370102,12/02/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/14/2015,977548,165254
3060 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,13,2041960009,12/15/2014,Closed,Cleaning crew dispatched. No graffiti on property.,03/26/2015,1030987,248387
3100 WILLOW LANE,BRONX,10 BRONX,Precinct 45,13,2041970010,12/15/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/24/2015,1031161,248708
301 DOUGLASS STREET,BROOKLYN,06 BROOKLYN,Precinct 78,33,3004130064,12/05/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/23/2015,988863,187002
52-05 31 PLACE,QUEENS,02 QUEENS,Precinct 108,26,4003010015,12/01/2014,Open,Site downloaded for cleaning,,1001859,207907
2930 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,13,2041630018,12/15/2014,Open,Site downloaded for cleaning,,1030512,247765
1119 BLAKE COURT,BROOKLYN,15 BROOKLYN,Precinct 61,48,,12/29/2014,Open,Property Research Required,,995721,152175
2493 richmond road,STATEN ISLAND,Unspecified STATEN ISLAND,Unspecified,,,12/04/2014,Open,Property Research Required,,,
2723 arlington ave,BROOKLYN,Unspecified BROOKLYN,Unspecified,,,12/05/2014,Open,Further research is necessary to identify an owner for the property.,,,
218 29 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3006690036,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/23/2015,984628,178707
1500 SHEEPSHEAD BAY ROAD,BROOKLYN,15 BROOKLYN,Precinct 61,48,3074590094,12/30/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/26/2015,997093,153240
83-02 ATLANTIC AVENUE,QUEENS,09 QUEENS,Precinct 102,32,4090140001,12/18/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/19/2015,1023616,189060
332 EAST  149 STREET,BRONX,01 BRONX,Precinct 40,17,2023300034,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/17/2015,1006264,236864
47-33 LITTLENECK PARKWAY,QUEENS,11 QUEENS,Precinct 111,19,4082630146,12/19/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/09/2015,1058240,219889
2210 FLATBUSH AVENUE,BROOKLYN,18 BROOKLYN,Precinct 63,46,3084860043,12/23/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/25/2015,1003779,163733
2353 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,18,2039700008,12/20/2014,Closed,Cleaning crew dispatched.  Owner refused.,03/24/2015,1026535,244031
499 WEST  158 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,07,1021080073,12/18/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/01/2015,1000457,242926
635 SUTTER AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,42,3037540038,12/02/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/29/2015,1013259,183155
4614 BEDFORD AVENUE,BROOKLYN,15 BROOKLYN,Precinct 61,48,3074410003,12/29/2014,Closed,Cleaning crew dispatched.  Owner refused.,05/27/2015,999633,153946
1426 ST PETERS AVENUE,BRONX,10 BRONX,Precinct 45,13,2039800007,12/20/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/21/2015,1027118,244942
37 AVENUE B,MANHATTAN,03 MANHATTAN,Precinct 9,02,1003860001,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/15/2015,988993,202598
357 MCDONALD AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,39,3053240051,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/26/2015,989821,174411
1129 BLAKE COURT,BROOKLYN,15 BROOKLYN,Precinct 61,48,3087620038,12/29/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/26/2015,995751,152179
3158 SHORE PARKWAY,BROOKLYN,15 BROOKLYN,Precinct 61,48,3087620043,12/29/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/26/2015,995750,152289
2416 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,18,2038460009,12/20/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/21/2015,1026770,244280
4327 PARK AVENUE,BRONX,06 BRONX,Precinct 48,15,2030290060,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/15/2015,1012503,249191
2529 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,13,2039800137,12/17/2014,Closed,Cleaning crew dispatched. No graffiti on property.,03/24/2015,1027488,245079
2172 CROTONA AVENUE,BRONX,06 BRONX,Precinct 48,15,2030980025,12/06/2014,Closed,10-90Z - Gone on Arrival,12/06/2014,1015600,249011
4189 WHITE PLAINS ROAD,BRONX,12 BRONX,Precinct 47,12,2048350001,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/15/2015,1023668,264769
3762 WHITE PLAINS ROAD,BRONX,12 BRONX,Precinct 47,12,2046660047,12/10/2014,Closed,Cleaning crew dispatched. No graffiti on property.,04/15/2015,1022118,261046
3217 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,13,2042450016,12/15/2014,Open,Site downloaded for cleaning,,1031440,249680
695 GUN HILL ROAD,BRONX,12 BRONX,Precinct 47,12,2046430001,12/10/2014,Open,Site downloaded for cleaning,,1020940,259050
618 metroplitan av,BROOKLYN,Unspecified BROOKLYN,Unspecified,,,12/04/2014,Open,Further research is necessary to identify an owner for the property.,,,
1404 GLOVER STREET,BRONX,10 BRONX,Precinct 45,18,2039690013,12/20/2014,Closed,Cleaning crew dispatched. No graffiti on property.,07/14/2015,1026223,243826
121 DITMAS AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,39,3053850050,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/31/2015,990442,170842
300 WEST  144 STREET,MANHATTAN,10 MANHATTAN,Precinct 32,09,1020440016,12/27/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/15/2015,1000142,238842
383 8 AVENUE,MANHATTAN,04 MANHATTAN,Precinct 14,03,1007530036,12/17/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/14/2015,985444,212212
2374 AMSTERDAM AVENUE,MANHATTAN,12 MANHATTAN,Precinct 33,10,1021320038,12/02/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/06/2015,1002927,247482
2617 EAST   16 STREET,BROOKLYN,15 BROOKLYN,Precinct 61,48,3074607501,12/29/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/26/2015,997211,153388
207 DEKALB AVENUE,BROOKLYN,02 BROOKLYN,Precinct 88,35,3020900065,12/11/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/12/2015,992211,190502
135-27 SPRINGFIELD BOULEVARD,QUEENS,13 QUEENS,Precinct 105,31,4130140013,12/15/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/04/2015,1052373,186579
6017 4 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3057820003,12/30/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/06/2015,979094,172694
177 SHEFFIELD AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,37,3037200018,12/03/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/29/2015,1012792,184422
231 BEDFORD AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,34,3023520006,12/13/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/20/2015,995450,200166
98-40 57 AVENUE,QUEENS,04 QUEENS,Precinct 110,21,4019180075,12/22/2014,Closed,Cleaning crew dispatched. No graffiti on property.,04/02/2015,1022759,208205
3020 BUHRE AVENUE,BRONX,10 BRONX,Precinct 45,13,2041700035,12/15/2014,Closed,Cleaning crew dispatched.  Property cleaned.,06/15/2015,1030853,248000
260 NASSAU AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3026890010,12/15/2014,Open,Site downloaded for cleaning,,1000637,203766
282 EAST  149 STREET,BRONX,01 BRONX,Precinct 40,17,2023300012,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,06/15/2015,1005879,236995
2385 ARTHUR AVENUE,BRONX,06 BRONX,Precinct 48,15,2030650033,12/08/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/29/2015,1015275,250883
100 EAST MOUNT EDEN AVENUE,BRONX,04 BRONX,Precinct 44,14,2028370011,12/05/2014,Closed,Cleaning crew dispatched.  Owner refused.,05/07/2015,1008372,246614
224 WILLIS AVENUE,BRONX,01 BRONX,Precinct 40,08,2022820002,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/21/2015,1005476,233838
35-64 79 STREET,QUEENS,03 QUEENS,Precinct 115,25,4012780038,12/26/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/13/2015,1015445,212944
1675 FLATBUSH AVENUE,BROOKLYN,18 BROOKLYN,Precinct 63,45,3075970077,12/03/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/18/2015,999788,168587
565 FIFTH AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,39,3010480006,12/15/2014,Closed,Cleaning crew dispatched.  Owner refused.,07/16/2015,987153,181657
530 EAST   13 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004060021,12/30/2014,Closed,Cleaning crew dispatched. No graffiti on property.,07/06/2015,989788,205003
2257 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,18,2039640054,12/20/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/22/2015,1025826,243308
3106 CROPSEY AVENUE,BROOKLYN,13 BROOKLYN,Precinct 60,47,3069940092,12/31/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/20/2015,988282,150483
781 PROSPECT AVENUE,BRONX,01 BRONX,Precinct 40,17,2026760071,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/13/2015,1011293,237338
27-30 23 STREET,QUEENS,01 QUEENS,Precinct 114,22,4005430089,12/18/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/12/2015,1004974,220139
944 HAVEMEYER AVENUE,BRONX,09 BRONX,Precinct 43,18,2037000009,12/29/2014,Closed,Cleaning crew dispatched. No graffiti on property.,04/24/2015,1026673,240594
1705 81 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,43,3062840001,12/29/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/01/2015,983774,162000
197 FIFTH AVENUE,BROOKLYN,06 BROOKLYN,Precinct 78,39,3009530005,12/10/2014,Closed,Cleaning crew dispatched.  Owner refused.,03/23/2015,989727,185817
575 DRIGGS AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3023290001,12/04/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/16/2015,996189,200342
4469 PARK AVENUE,BRONX,06 BRONX,Precinct 48,15,2030300060,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/15/2015,1013017,250386
5203 7 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008100009,12/12/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/12/2015,982261,172894
633 PRESIDENT STREET,BROOKLYN,06 BROOKLYN,Precinct 78,39,3009550058,12/30/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/04/2015,989280,185622
1870 HOBART AVENUE,BRONX,10 BRONX,Precinct 45,13,2041950010,12/15/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/20/2015,1030911,248609
1920 EAST GUN HILL ROAD,BRONX,11 BRONX,Precinct 49,13,2045050009,12/04/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/20/2015,1030890,253556
1193 LIBERTY AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,37,3041840001,12/10/2014,Open,Site downloaded for cleaning,,1021601,186664
711 EAST  139 STREET,BRONX,01 BRONX,Precinct 40,08,,12/16/2014,Open,Property Research Required,,1008437,232814
143-73 243 STREET,QUEENS,13 QUEENS,Precinct 105,31,4135700057,12/15/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/03/2015,1056637,180074
5020 8 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007940047,12/22/2014,Closed,Cleaning crew dispatched.  Property cleaned.,06/04/2015,983170,172794
333 WEST   17 STREET,MANHATTAN,04 MANHATTAN,Precinct 10,03,1007410010,12/04/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/27/2015,983641,209654
2657 EAST   14 STREET,BROOKLYN,15 BROOKLYN,Precinct 61,48,3074590058,12/29/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/22/2015,996743,152996
1065 BEACH   20 STREET,QUEENS,14 QUEENS,Precinct 101,31,4157040040,12/07/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/08/2015,1052821,159237
724 ATLANTIC AVENUE,BROOKLYN,02 BROOKLYN,Precinct 78,35,3011200028,12/11/2014,Closed,Cleaning crew dispatched.  Owner refused.,05/08/2015,991989,188007
93 LEONARD STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34,3030680001,12/03/2014,Closed,Cleaning crew dispatched.  Cannot locate property.,05/04/2015,999100,196682
1602 WESTCHESTER AVENUE,BRONX,09 BRONX,Precinct 43,18,2037440001,12/04/2014,Closed,Cleaning crew dispatched. No graffiti on property.,04/24/2015,1018761,241434
3075 THIRD AVENUE,BRONX,01 BRONX,Precinct 40,17,2023790058,12/05/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/17/2015,1008474,238409
246 COOK STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34,3031240013,12/03/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/14/2015,1002644,195553
2357 60 STREET,BROOKLYN,12 BROOKLYN,Precinct 66,44,3065630036,12/10/2014,Closed,Cleaning crew dispatched. No graffiti on property.,04/06/2015,991319,163106
1706 FLATBUSH AVENUE,BROOKLYN,18 BROOKLYN,Precinct 63,45,3075970152,12/03/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/18/2015,999933,168398
1190 EAST  180 STREET,BRONX,06 BRONX,Precinct 48,15,2040080030,12/10/2014,Closed,Cleaning crew dispatched. No graffiti on property.,04/22/2015,1019388,245678
728 OCEANVIEW AVENUE,BROOKLYN,13 BROOKLYN,Precinct 60,48,3086787501,12/31/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/20/2015,995239,150565
95-05 SUTPHIN BOULEVARD,QUEENS,12 QUEENS,Precinct 103,28,4100270001,12/15/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/30/2015,1037948,193723
1420 SHAKESPEARE AVENUE,BRONX,04 BRONX,Precinct 44,16,2028720100,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/01/2015,1006171,246274
500 CHAUNCEY STREET,BROOKLYN,16 BROOKLYN,Precinct 73,41,3015160035,12/26/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/13/2015,1008602,187896
6667 BROADWAY,BRONX,08 BRONX,Precinct 50,11,2058881556,12/29/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/14/2015,1012824,271021
2510 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,13,2038580001,12/20/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/21/2015,1027298,244860
1088 GUNHILL ROAD,BRONX,12 BRONX,Precinct 47,12,2046390026,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/16/2015,1024054,257757
3140 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,13,2042370002,12/15/2014,Closed,Cleaning crew dispatched. No graffiti on property.,03/26/2015,1031239,249113
2199 HOLLAND AVENUE,BRONX,11 BRONX,Precinct 49,13,2043190030,12/04/2014,Closed,Cleaning crew dispatched. No graffiti on property.,03/23/2015,1021400,251293
1620 HUTCHINSON RIVER PARKWAY,BRONX,10 BRONX,Precinct 45,13,2041530001,12/15/2014,Open,Site downloaded for cleaning,,1029441,246827
1451 commerce ave,BRONX,Unspecified BRONX,Unspecified,,,12/20/2014,Open,Property Research Required,,,
 Corner of Amsterdam Ave and W 138th St,MANHATTAN,Unspecified MANHATTAN,Unspecified,,,12/12/2014,Open,Property Research Required,,,
803 coneyisland av,BROOKLYN,Unspecified BROOKLYN,Unspecified,,,12/24/2014,Open,Further research is necessary to identify an owner for the property.,,,
501 coneyisland av,BROOKLYN,Unspecified BROOKLYN,Unspecified,,,12/17/2014,Open,Further research is necessary to identify an owner for the property.,,,
320 diggs av,BROOKLYN,Unspecified BROOKLYN,Unspecified,,,12/01/2014,Open,Further research is necessary to identify an owner for the property.,,,
722 METROPOLITAN AVENUE,BROOKLYN,01 BROOKLYN,Precinct 90,34,3027640014,12/03/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/07/2015,999480,199578
24-24 49 STREET,QUEENS,01 QUEENS,Precinct 114,22,4007460064,12/15/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/04/2015,1011132,218562
121-08 18 AVENUE,QUEENS,07 QUEENS,Precinct 109,19,4040830019,12/08/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/29/2015,1026736,224659
997 PROSPECT AVENUE,BRONX,03 BRONX,Precinct 42,17,2026780044,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/27/2015,1011885,239221
91 MORGAN AVENUE,BROOKLYN,01 BROOKLYN,Precinct 90,34,3030840001,12/03/2014,Closed,Cleaning crew dispatched.  Cannot locate property.,04/17/2015,1003088,196823
7901 17 AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,43,3062720010,12/05/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/01/2015,984040,162436
150 EAST BROADWAY,MANHATTAN,03 MANHATTAN,Precinct 7,01,1002830066,12/05/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/29/2015,986747,199403
29 PRINCE STREET,MANHATTAN,02 MANHATTAN,Precinct 5,01,1005080052,11/30/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/28/2015,985715,202672
